text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
br,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 8",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
rb,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 9",noun sg. abs. or construct,,,,,chief; teacher,,,,רב,rb,noun sg. abs. or construct,chief; teacher
ycxq,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 10",PN Personal name,,,,,,,,,יצחק,ycxq,proper name Personal name,
qyyM,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 11",A,,,,,enduring,,,,קיים,qyym qyym A01,adjective,enduring
w)twN,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 12",R,c,,,,you (m. pl.),"and, also",,,ואתון,w_,R | conjunction,"you (m. pl.) | and, also"
tlyyN,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 13",verb G,,,,,"to suspend, hang up",to lift up (esp. eyes),"fig. : to suspend certainty, be undecided","to make dependent, hold responsible",תליין,tly,verb peal,"to suspend, hang up | to lift up (esp. eyes) | fig. : to suspend certainty, be undecided | to make dependent, hold responsible"
byh,"Masekhet: 5330008, Page: 52, Side: d, Line: 55, Word: 14",p02 C,,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix (h)aphel,"in, with"
mrTwTyk{y}<w>N,"Masekhet: 5330008, Page: 52, Side: d, Line: 56, Word: 0",noun pl. emphatic,,,,,"tuft, coarse garment",,,,מרטוטיכון,mrTwT,noun pl. emphatic,"tuft, coarse garment"
dylm',"Masekhet: 5330008, Page: 52, Side: d, Line: 56, Word: 2",a01 C,,,,,"lest, perhaps",,,,דילמ',dlmh,a01 (h)aphel,"lest, perhaps"
dl),"Masekhet: 5330008, Page: 52, Side: d, Line: 56, Word: 3",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not"
)yt)mrt,"Masekhet: 5330008, Page: 52, Side: d, Line: 56, Word: 4",verb Gt,,,,,to be said,"to be ordered, commanded",,,איתאמרת,)mr,verb ethpeel,"to be said | to be ordered, commanded"
)l),"Masekhet: 5330008, Page: 52, Side: d, Line: 57, Word: 0",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
