text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
)y$t)lt,"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 4",verb Gt,,,,,"to have a negative attitude toward something, to refuse","to be asked, asked for (or Dt?)",": to ask for, beg from someone",to be lent,אישתאלת,$)l,verb ethpeel,"to have a negative attitude toward something, to refuse | to be asked, asked for (or Dt?) | : to ask for, beg from someone | to be lent"
lr',"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 5",p03,N,,,,chief; teacher,,,,לר',rby#2 rby#2 noun sg. abs. or construct,preposition proclitic | noun,chief; teacher
$m(wN,"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 6",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
"""bN""","Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 7",No data,,,,,,,,,בן,None,No data,
lqy$,"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 8",PN Personal name,,,,,,,,,לקיש,lqy$,proper name Personal name,
$)lh,"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 9",verb G,,,,,to ask,to ask for something,,,שאלה,$)l,verb peal,to ask | to ask for something
r',"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 10",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
$m(wN,"Masekhet: 5330038, Page: 48, Side: c, Line: 47, Word: 11",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
"""bN""","Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 0",No data,,,,,,,,,בן,None,No data,
lqy$,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 1",PN Personal name,,,,,,,,,לקיש,lqy$,proper name Personal name,
lr',"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 2",p03,N,,,,chief; teacher,,,,לר',rby#2 rby#2 noun sg. abs. or construct,preposition proclitic | noun,chief; teacher
ywxnN,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 3",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,
()l,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 4",verb G,,,,,to enter,w.,:  to have sexual relations with,"+ in years, days : to be advanced in age",עאל,(ll,verb peal,"to enter | w. | :  to have sexual relations with | + in years, days : to be advanced in age"
r',"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 5",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
ywxnN,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 6",PN Personal name,,,,,,,,,יוחנן,ywxnN,proper name Personal name,
wdr$h,"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 7",verb G,c,,,,"to tread, open a road","to interpret, to expound","to ask, to seek",,ודרשה,w_,verb peal | conjunction,"to tread, open a road | to interpret, to expound | to ask, to seek"
bbyt mdr$),"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 8",p02,noun sg. emphatic,,,,"in, with",school,,,בבית מדרשא,byt@mdr$,preposition with pronominal suffix | noun sg. emphatic,"in, with | school"
dr',"Masekhet: 5330038, Page: 48, Side: c, Line: 48, Word: 9",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
