text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
hlylh,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 1",No data,,,,,,,,,הלילה,None,No data,
l),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 2",No data,,,,,,,,,לא,None,No data,
y$N,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 3",No data,,,,,,,,,ישן,None,No data,
)wpyhM,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 4",No data,,,,,,,,,אופיהם,None,No data,
bwqr,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 5",No data,,,,,,,,,בוקר,None,No data,
hw),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 6",No data,,,,,,,,,הוא,None,No data,
bw(r,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 7",No data,,,,,,,,,בוער,None,No data,
k)$,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 8",No data,,,,,,,,,כאש,None,No data,
"lhbh""","Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 9",No data,,,,,,,,,להבה,None,No data,
bcpr),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 10",p02,noun sg. emphatic,,,,"in, with",morning,,,בצפרא,cpr,preposition with pronominal suffix | noun sg. emphatic,"in, with | morning"
)twN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 11",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,אתון,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
lgbyh,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 12",p02 C,,,,,"towards, next to",,,,לגביה,lgby,preposition with pronominal suffix (h)aphel,"towards, next to"
)m',"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 13",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
lwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 14",p02 C,,,,,,,,,לון,l_,preposition with pronominal suffix (h)aphel,
kdwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 15",X,,,,,now; enough,,,,כדון,kdwn kdwn a01 C,X,now; enough
)n),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 16",P01 C,,,,,I,,,,אנא,)nh,preposition independent (h)aphel,I
yd(,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 17",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידע,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
d)twN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 18",R,c,,,,you (m. pl.),,,,דאתון,d_ d_ c,R | conjunction,you (m. pl.)
b(N,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 19",verb G,,,,,"to seek, look for",to ask a question,"to wish for something, want, request",to require,בען,b(y,verb peal,"to seek, look for | to ask a question | to wish for something, want, request | to require"
)l),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 20",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
d)n),"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 21",P01 C,c,,,,I,,,,דאנא,d_ d_ c,preposition independent (h)aphel | conjunction,I
dxyl,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 22",verb G,,,,,to fear,w.,‏ : to be worried about,,דחיל,dxl,verb peal,to fear | w. | ‏ : to be worried about
msnhdryN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 23",p03,noun sg. abs. or construct,,,,from,Sanhedrin,,,מסנהדרין,snhdryn,preposition proclitic | noun sg. abs. or construct,from | Sanhedrin
dydkwN,"Masekhet: 5330037, Page: 39, Side: b, Line: 05, Word: 24",P02,,,,,possessive particle,,,,דידכון,dyd_,preposition with pronominal suffix,possessive particle
dl),"Masekhet: 5330037, Page: 39, Side: b, Line: 07, Word: 0",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not"
yqTlwnny,"Masekhet: 5330037, Page: 39, Side: b, Line: 07, Word: 1",verb G,,,,,to kill,"to make something not 'living' in its various metaph. senses, i.e., not raw, not flowing, etc.",to fell,,יקטלונני,qTl,verb peal,"to kill | to make something not 'living' in its various metaph. senses, i.e., not raw, not flowing, etc. | to fell"
)mrw,"Masekhet: 5330037, Page: 39, Side: b, Line: 07, Word: 2",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרו,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
