text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
dsby,"Masekhet: 5330007, Page: 48, Side: d, Line: 31, Word: 4",p,noun sg. emphatic,,,,old man,,,,דסבי,sb,preposition | noun sg. emphatic,old man
w$m(yt,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 0",verb G,c,,,,to hear (w. d.o. or,) something,to listen,,ושמעית,w_,verb peal | conjunction,to hear (w. d.o. or | ) something | to listen
qlyh,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 1",noun sg. emphatic,,,,,voice,,,,קליה,ql,noun sg. emphatic,voice
dr',"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 2",p,N,,,,chief; teacher,,,,דר',rby#2 rby#2 noun sg. abs. or construct,preposition | noun,chief; teacher
$m(wN,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 3",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
"""bN""","Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 4",No data,,,,,,,,,בן,None,No data,
)l(zr,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 5",PN Personal name,,,,,,,,,אלעזר,)l(zr,proper name Personal name,
ytyb,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 6",verb G,,,,,to sit,to dwell,to settle down,to be inhabited,יתיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
mtny,"Masekhet: 5330007, Page: 48, Side: d, Line: 32, Word: 7",verb D,,,,,"to tell, repeat what has been learned",to teach through repetition,to alter,,מתני,tny,verb pael,"to tell, repeat what has been learned | to teach through repetition | to alter"
"""kl","Masekhet: 5330007, Page: 48, Side: d, Line: 35, Word: 0",No data,,,,,,,,,כל,None,No data,
"h)dwmyM""","Masekhet: 5330007, Page: 48, Side: d, Line: 35, Word: 1",No data,,,,,,,,,האדומים,None,No data,
myy$),"Masekhet: 5330007, Page: 48, Side: d, Line: 35, Word: 2",N,,,,,nettle,,,,מיישא,myy$ myy$ noun sg. emphatic,noun,nettle
lkN,"Masekhet: 5330007, Page: 48, Side: d, Line: 43, Word: 0",a01 C,p03,,,,"thus, so",,,,לכן,l_,a01 (h)aphel | preposition proclitic,"thus, so"
crykh,"Masekhet: 5330007, Page: 48, Side: d, Line: 43, Word: 1",A01,,,,,poor; needy,,,,צריכה,cryk,adjective singular absolute or construct,poor; needy
dylm',"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 0",a01 C,,,,,"lest, perhaps",,,,דילמ',dlmh,a01 (h)aphel,"lest, perhaps"
mN,"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 1",p01,,,,,from,,,,מן,mn,preposition independent,from
rbnyN,"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 2",noun pl. emphatic,,,,,chief; teacher,,,,רבנין,rb,noun pl. emphatic,chief; teacher
d)gdt),"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 3",noun sg. emphatic,p,,,,homiletical interpretation,,,,דאגדתא,d_ d_ p,noun sg. emphatic | preposition,homiletical interpretation
hw),"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 4",P01 C,,,,,he,,,,הוא,hw),preposition independent (h)aphel,he
$m(,"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 5",verb G,,,,,to hear (w. d.o. or,) something,to listen,,שמע,$m(,verb peal,to hear (w. d.o. or | ) something | to listen
lh,"Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 6",p01,,,,,,,,,לה,l_,preposition independent,
""")xynw","Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 7",No data,,,,,,,,,אחינו,None,No data,
"hmsw""","Masekhet: 5330007, Page: 48, Side: d, Line: 48, Word: 8",No data,,,,,,,,,המסו,None,No data,
""")t","Masekhet: 5330007, Page: 48, Side: d, Line: 49, Word: 0",No data,,,,,,,,,את,None,No data,
"lbbynw""","Masekhet: 5330007, Page: 48, Side: d, Line: 49, Word: 1",No data,,,,,,,,,לבבינו,None,No data,
plgwN,"Masekhet: 5330007, Page: 48, Side: d, Line: 49, Word: 2",verb G,,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פלגון,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
lbbyn{w}<N>,"Masekhet: 5330007, Page: 48, Side: d, Line: 49, Word: 3",noun pl. emphatic,,,,,heart,,,,לבבינן,lbb,noun pl. emphatic,heart
