text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
r',"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
b),"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 1",PN Personal name,,,,,,,,,בא,b),proper name Personal name,
br,"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 2",noun sg. abs. or construct,,,,,son,,,,בר,br,noun sg. abs. or construct,son
myn),"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 3",PN Personal name,,,,,,,,,מינא,myn),proper name Personal name,
q$yy),"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 4",A01 C,,,,,hard,,,,קשייא,q$y,adjective singular absolute or construct (h)aphel,hard
lN,"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 5",p02 C,,,,,,,,,לן,l_,preposition with pronominal suffix (h)aphel,
hwyt),"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 6",verb G,,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הויתא,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
xzr,"Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 7",verb G,,,,,to return (intrans.),(as co-verb) to do something again,to return (trans.),,חזר,xzr,verb peal,to return (intrans.) | (as co-verb) to do something again | to return (trans.)
"""wtyytr","Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 8",No data,,,,,,,,,ותייתר,None,No data,
"mmcy)tw""","Masekhet: 5330032, Page: 08, Side: a, Line: 02, Word: 9",No data,,,,,,,,,ממציאתו,None,No data,
l),"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 0",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not"
dmr,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 1",verb G,c,,,,to say,to command,to think,idiomatic and special usages:,דמר,d_ d_ c,verb peal | conjunction,to say | to command | to think | idiomatic and special usages:
r',"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 2",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
$m(wN,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 3",PN Personal name,,,,,,,,,שמעון,$m(wN,proper name Personal name,
)kN,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 4",a01 C,,,,,"so, thus",,,,אכן,hkyn,a01 (h)aphel,"so, thus"
)l),"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 5",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
dq$y,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 6",c,verb D,,,,to harden,to treat hard,to do with great difficulty,to make heavy,דקשי,q$y,conjunction | verb pael,to harden | to treat hard | to do with great difficulty | to make heavy
lyh,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 7",p02 C,,,,,,,,,ליה,l_,preposition with pronominal suffix (h)aphel,
(l,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 8",p01 C,,,,,upon; against; to,,,,על,(l,preposition independent (h)aphel,upon; against; to
hd),"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 9",P01 C,,,,,this (f.),,,,הדא,hd),preposition independent (h)aphel,this (f.)
dtny,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 10",c,verb G,,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתני,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
r',"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 11",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
hw$(yh,"Masekhet: 5330032, Page: 08, Side: a, Line: 05, Word: 12",PN Personal name,,,,,,,,,הושעיה,hw$(yh,proper name Personal name,
lpwM,"Masekhet: 5330032, Page: 08, Side: a, Line: 18, Word: 0",p,,,,,in proportion to,,,,לפום,lpm lpm p01 C,preposition,in proportion to
kN,"Masekhet: 5330032, Page: 08, Side: a, Line: 18, Word: 1",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so"
crK,"Masekhet: 5330032, Page: 08, Side: a, Line: 18, Word: 2",verb G,,,,,to be in want,to need,to be necessary,to be in doubt,צרך,crk,verb peal,to be in want | to need | to be necessary | to be in doubt
mtnyt',"Masekhet: 5330032, Page: 08, Side: a, Line: 18, Word: 3",noun sg. emphatic,,,,,tannaitic tradition,,,,מתנית',mtny,noun sg. emphatic,tannaitic tradition
d)yqny,"Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 0",c,verb G,,,,to acquire,,,,דאיקני,qny,conjunction | verb peal,to acquire
""")ynh","Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 1",No data,,,,,,,,,אינה,None,No data,
gwbh,"Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 2",No data,,,,,,,,,גובה,None,No data,
"mm$w(bdyN""","Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 3",No data,,,,,,,,,ממשועבדין,None,No data,
h),"Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 4",I01 C,,,,,here! look!,,,,הא,h),I01 (h)aphel,here! look!
mbny xry,"Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 5",noun pl. emphatic,,,,,"free, free individual",,,,מבני חרי,br@xyryn,noun pl. emphatic,"free, free individual"
gby,"Masekhet: 5330032, Page: 08, Side: a, Line: 23, Word: 6",p01 C,,,,,"at the side of, together with",,,,גבי,gb,preposition independent (h)aphel,"at the side of, together with"
l),"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 0",a01 C,,,,,"no, not",,,,לא,l),a01 (h)aphel,"no, not"
dmy,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 1",verb G,,,,,to be like,ptcp. :,,,דמי,dmy,verb peal,to be like | ptcp. :
"""my","Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 2",No data,,,,,,,,,מי,None,No data,
$$y(bd,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 3",No data,,,,,,,,,ששיעבד,None,No data,
mqct,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 4",No data,,,,,,,,,מקצת,None,No data,
lmy,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 5",No data,,,,,,,,,למי,None,No data,
$l),"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 6",No data,,,,,,,,,שלא,None,No data,
$y(bd,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 7",No data,,,,,,,,,שיעבד,None,No data,
kl,"Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 8",No data,,,,,,,,,כל,None,No data,
"(yqr""","Masekhet: 5330032, Page: 08, Side: a, Line: 24, Word: 9",No data,,,,,,,,,עיקר,None,No data,
wtlythwN,"Masekhet: 5330032, Page: 08, Side: a, Line: 27, Word: 0",n01 C,c,,,,three,"and, also",,,ותליתהון,w_,numeral singular absolute or construct (h)aphel | conjunction,"three | and, also"
mtbrN,"Masekhet: 5330032, Page: 08, Side: a, Line: 27, Word: 1",verb Gt,,,,,"to be broken, break (middle voice)",fig.: to be made to fear,to be refuted,,מתברן,tbr,verb ethpeel,"to be broken, break (middle voice) | fig.: to be made to fear | to be refuted"
r',"Masekhet: 5330032, Page: 08, Side: a, Line: 37, Word: 0",N,,,,,chief; teacher,,,,ר',rby#2 rby#2 noun sg. abs. or construct,noun,chief; teacher
xm),"Masekhet: 5330032, Page: 08, Side: a, Line: 37, Word: 1",PN Personal name,,,,,,,,,חמא,xm),proper name Personal name,
)bwy,"Masekhet: 5330032, Page: 08, Side: a, Line: 37, Word: 2",noun sg. emphatic,,,,,father,,,,אבוי,)b,noun sg. emphatic,father
