text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"""lxlbyN""","Masekhet: 5330012, Page: 02, Side: c, Line: 16, Word: 2",No data,,,,,,,,,לחלבין,None,No data,
{w}hw),"Masekhet: 5330012, Page: 02, Side: c, Line: 16, Word: 3",P01 C,,,,,he,,,,הוא,hw),preposition independent (h)aphel,he
(bd,"Masekhet: 5330012, Page: 02, Side: c, Line: 16, Word: 4",verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבד,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
kN,"Masekhet: 5330012, Page: 02, Side: c, Line: 16, Word: 5",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so"
"""$kN""","Masekhet: 5330012, Page: 02, Side: c, Line: 21, Word: 0",No data,,,,,,,,,שכן,None,No data,
ktpyy),"Masekhet: 5330012, Page: 02, Side: c, Line: 21, Word: 1",noun pl. emphatic,,,,,porter,,,,כתפייא,ktp#2,noun pl. emphatic,porter
)wmny),"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 0",noun pl. emphatic,,,,,"artisan, skilled worker",,,,אומניא,)wmn,noun pl. emphatic,"artisan, skilled worker"
(bdyN,"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 1",verb G,,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבדין,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
kN,"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 2",a01 C,,,,,"thus, so",,,,כן,kn,a01 (h)aphel,"thus, so"
wyyd),"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 3",P01 C,c,,,,which one (f.),"and, also",,,ויידא,w_,preposition independent (h)aphel | conjunction,"which one (f.) | and, also"
)mrh,"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 4",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרה,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
d),"Masekhet: 5330012, Page: 02, Side: c, Line: 22, Word: 5",R,,,,,this (f.),,,,דא,dh dh P01 C,R,this (f.)
wb)y$,"Masekhet: 5330012, Page: 02, Side: c, Line: 23, Word: 0",verb G,c,,,,to be bad,to be sick,"w. face, heart : to be sad",impersonal w.,ובאיש,w_,verb peal | conjunction,"to be bad | to be sick | w. face, heart : to be sad | impersonal w."
lr',"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 0",p03,N,,,,chief; teacher,,,,לר',rby#2 rby#2 noun sg. abs. or construct,preposition proclitic | noun,chief; teacher
ywsy,"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 1",PN Personal name,,,,,,,,,יוסי,ywsy,proper name Personal name,
dl),"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 2",c,a01,,,,"no, not",,,,דלא,l),conjunction | a01,"no, not"
)mrh,"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 3",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרה,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
mN,"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 4",p01,,,,,from,,,,מן,mn,preposition independent,from
grmyh,"Masekhet: 5330012, Page: 02, Side: c, Line: 24, Word: 5",noun sg. emphatic,,,,,bone; self,,,,גרמיה,grm,noun sg. emphatic,bone; self
