text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
sbry;,"Masekhet: 71023, Page: 023, Side: 2, Line: 16, Word: 4",verb G,,,,,to have thoughts,idioms:,,,סברי;,sbr,verb peal,to have thoughts | idioms:
swP swP,"Masekhet: 71023, Page: 023, Side: 2, Line: 16, Word: 5",a,,,,,end,,,,סוף סוף,swp@swp,adverb,end
"""nwg(""","Masekhet: 71023, Page: 023, Side: 2, Line: 16, Word: 6",No data,,,,,,,,,נוגע,None,No data,
"""b(dwtw""","Masekhet: 71023, Page: 023, Side: 2, Line: 17, Word: 0",No data,,,,,,,,,בעדותו,None,No data,
hw);,"Masekhet: 71023, Page: 023, Side: 2, Line: 17, Word: 1",P01,,,,,he,,,,הוא;,hw),preposition independent,he
"""xzqh""","Masekhet: 71023, Page: 023, Side: 2, Line: 31, Word: 0",No data,,,,,,,,,חזקה,None,No data,
mkx,"Masekhet: 71023, Page: 023, Side: 2, Line: 31, Word: 1",p,noun sg. abs. or construct,,,,from,"strength, power",,,מכח,kwx),preposition | noun sg. abs. or construct,"from | strength, power"
$Tr),"Masekhet: 71023, Page: 023, Side: 2, Line: 31, Word: 2",noun sg. emphatic,,,,,document,,,,שטרא,$Tr),noun sg. emphatic,document
q)ty);,"Masekhet: 71023, Page: 023, Side: 2, Line: 31, Word: 3",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,קאתיא;,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
ry$),"Masekhet: 71023, Page: 023, Side: 2, Line: 32, Word: 0",noun sg. emphatic,,,,,head; top; chief,,,,רישא,ry$),noun sg. emphatic,head; top; chief
"""bdyynyN","Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 0",No data,,,,,,,,,בדיינין,None,No data,
k$ryM,"Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 1",No data,,,,,,,,,כשרים,None,No data,
w(dyM,"Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 2",No data,,,,,,,,,ועדים,None,No data,
"pswlyM"";","Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 3",No data,,,,,,,,,פסולים;,None,No data,
wmgw,"Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 4",c,p,,,,"and, also",from inside of,,,ומגו,mygw,conjunction | preposition,"and, also | from inside of"
dpslyN,"Masekhet: 71023, Page: 024, Side: 1, Line: 01, Word: 5",p,verb G,,,,to make unfit,"to scorn, abhor",,,דפסלין,psl,preposition | verb peal,"to make unfit | to scorn, abhor"
"""(dyM""","Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 0",No data,,,,,,,,,עדים,None,No data,
psly,"Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 1",verb G,,,,,to make unfit,"to scorn, abhor",,,פסלי,psl,verb peal,"to make unfit | to scorn, abhor"
nmy,"Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 2",a,,,,,also,,,,נמי,nmy,adverb,also
"""dyynyM"";","Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 3",No data,,,,,,,,,דיינים;,None,No data,
syp),"Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 4",noun sg. emphatic,,,,,end,,,,סיפא,syp),noun sg. emphatic,end
"""bdyynyM","Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 5",No data,,,,,,,,,בדיינים,None,No data,
"pswlyM""","Masekhet: 71023, Page: 024, Side: 1, Line: 02, Word: 6",No data,,,,,,,,,פסולים,None,No data,
"""w(dyM","Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 0",No data,,,,,,,,,ועדים,None,No data,
"k$ryM"";","Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 1",No data,,,,,,,,,כשרים;,None,No data,
wmgw,"Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 2",c,p,,,,"and, also",from inside of,,,ומגו,mygw,conjunction | preposition,"and, also | from inside of"
dpsly,"Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 3",c,verb G,,,,to make unfit,"to scorn, abhor",,,דפסלי,psl,conjunction | verb peal,"to make unfit | to scorn, abhor"
"""dyynyM""","Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 4",No data,,,,,,,,,דיינים,None,No data,
psly,"Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 5",verb G,,,,,to make unfit,"to scorn, abhor",,,פסלי,psl,verb peal,"to make unfit | to scorn, abhor"
nmy,"Masekhet: 71023, Page: 024, Side: 1, Line: 03, Word: 6",a,,,,,also,,,,נמי,nmy,adverb,also
"""(dyM"";","Masekhet: 71023, Page: 024, Side: 1, Line: 04, Word: 0",No data,,,,,,,,,עדים;,None,No data,
b$lm),"Masekhet: 71023, Page: 024, Side: 1, Line: 04, Word: 1",a,,,,,it is all right,,,,בשלמא,b$lm),adverb,it is all right
mygw,"Masekhet: 71023, Page: 024, Side: 1, Line: 04, Word: 2",p,,,,,from inside of,,,,מיגו,mygw,preposition,from inside of
dpsly,"Masekhet: 71023, Page: 024, Side: 1, Line: 04, Word: 3",c,verb G,,,,to make unfit,"to scorn, abhor",,,דפסלי,psl,conjunction | verb peal,"to make unfit | to scorn, abhor"
"""(dyM""","Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 0",No data,,,,,,,,,עדים,None,No data,
psly,"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 1",verb G,,,,,to make unfit,"to scorn, abhor",,,פסלי,psl,verb peal,"to make unfit | to scorn, abhor"
"""dyynyM""","Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,דיינים,None,No data,
d)zly,"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 3",c,verb G,,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",דאזלי,)zl,conjunction | verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
lby dyn),"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 4",p03,noun sg. emphatic,,,,"to, for",court,,,לבי דינא,by@dyn),preposition proclitic | noun sg. emphatic,"to, for | court"
)xryn),"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 5",R,,,,,other,,,,אחרינא,)xryn),R,other
wmk$ry,"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 6",c,verb C,,,,"to prosper, succeed","to declare permitted, allow",,,ומכשרי,k$r,conjunction | verb (h)aphel,"to prosper, succeed | to declare permitted, allow"
lhw;,"Masekhet: 71023, Page: 024, Side: 1, Line: 05, Word: 7",p02,,,,,"to, for",,,,להו;,l_,preposition with pronominal suffix,"to, for"
)l),"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 0",c,,,,,but rather,,,,אלא,)l),conjunction,but rather
mgw,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 1",p01,,,,,from inside of,,,,מגו,mygw,preposition independent,from inside of
dpsly,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 2",c,verb G,,,,to make unfit,"to scorn, abhor",,,דפסלי,psl,conjunction | verb peal,"to make unfit | to scorn, abhor"
"""dyynyN""","Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 3",No data,,,,,,,,,דיינין,None,No data,
psly,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 4",verb G,,,,,to make unfit,"to scorn, abhor",,,פסלי,psl,verb peal,"to make unfit | to scorn, abhor"
nmy,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 5",a,,,,,also,,,,נמי,nmy,adverb,also
"""(dyM"";","Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 6",No data,,,,,,,,,עדים;,None,No data,
hyky,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 7",a,,,,,how,,,,היכי,hyky,adverb,how
m$kxt,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 8",verb G,,,,,to find,"w. infinitive : to be able to, capable of",impersonal,"‏ : it may well be, it is possible",משכחת,$kx,verb peal,"to find | w. infinitive : to be able to, capable of | impersonal | ‏ : it may well be, it is possible"
lh;,"Masekhet: 71023, Page: 024, Side: 1, Line: 06, Word: 9",p02,,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
)yk),"Masekhet: 71023, Page: 024, Side: 1, Line: 09, Word: 0",a,,,,,there is here,,,,איכא,)yk),adverb,there is here
bynyhw,"Masekhet: 71023, Page: 024, Side: 1, Line: 09, Word: 1",p02,,,,,"between, among",,,,ביניהו,byn,preposition with pronominal suffix,"between, among"
mgw;,"Masekhet: 71023, Page: 024, Side: 1, Line: 09, Word: 2",noun sg. abs. or construct,,,,,a type of legal ruling,,,,מגו;,mygw,noun sg. abs. or construct,a type of legal ruling
mr,"Masekhet: 71023, Page: 024, Side: 1, Line: 09, Word: 3",noun sg. emphatic,,,,,a type of spade,,,,מר,mr,noun sg. emphatic,a type of spade
sb^r^;,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 0",verb G,,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
)mrynN,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרינן,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
mgw;,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 2",noun sg. abs. or construct,,,,,a type of legal ruling,,,,מגו;,mygw,noun sg. abs. or construct,a type of legal ruling
wmr,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 3",c,noun sg. emphatic,,,,"and, also",a type of spade,,,ומר,mr,conjunction | noun sg. emphatic,"and, also | a type of spade"
sbr;,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 4",verb G,,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
l),"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 5",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
)mrynN,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 6",verb G,,,,,to say,to command,to think,idiomatic and special usages:,אמרינן,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
mgw;,"Masekhet: 71023, Page: 024, Side: 1, Line: 10, Word: 7",noun sg. abs. or construct,,,,,a type of legal ruling,,,,מגו;,mygw,noun sg. abs. or construct,a type of legal ruling
ky,"Masekhet: 71023, Page: 024, Side: 1, Line: 16, Word: 0",p01,,,,,like,,,,כי,ky,preposition independent,like
h);,"Masekhet: 71023, Page: 024, Side: 1, Line: 16, Word: 1",P,,,,,this (f.),,,,הא;,h),P,this (f.)
dytyb,"Masekhet: 71023, Page: 024, Side: 1, Line: 16, Word: 2",c,verb G,,,,to sit,to dwell,to settle down,to be inhabited,דיתיב,ytb,conjunction | verb peal,to sit | to dwell | to settle down | to be inhabited
