text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
ylyP,"Masekhet: 71006, Page: 002, Side: 1, Line: 34, Word: 0",V,,,,,,,,,יליף,ylp,V,
"""cw)h","Masekhet: 71006, Page: 002, Side: 1, Line: 34, Word: 1",No data,,,,,,,,,צואה,None,No data,
"cw)h"";","Masekhet: 71006, Page: 002, Side: 1, Line: 34, Word: 2",No data,,,,,,,,,צואה;,None,No data,
m)y,"Masekhet: 71006, Page: 002, Side: 2, Line: 07, Word: 0",P01,,,,,what,,,,מאי,m)y,preposition independent,what
npq),"Masekhet: 71006, Page: 002, Side: 2, Line: 07, Word: 1",verb G,,,,,"to go out, come out, leave","to turn into, end up differently from how it started","to be spent, i.e. used up, consumed",": similar to, appropriate for",נפקא,npq,verb peal,"to go out, come out, leave | to turn into, end up differently from how it started | to be spent, i.e. used up, consumed | : similar to, appropriate for"
mynh;,"Masekhet: 71006, Page: 002, Side: 2, Line: 07, Word: 2",p02,,,,,from,,,,מינה;,mn,preposition with pronominal suffix,from
hny,"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 0",P01,,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
myly,"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 1",noun pl. emphatic,,,,,"word, speech; thing",,,,מילי,mylt),noun pl. emphatic,"word, speech; thing"
hyk),"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 2",a,,,,,where,,,,היכא,hyk),adverb,where
dlyk),"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 3",a,,,,,there isn't here,,,,דליכא,lyk),adverb,there isn't here
ddmy,"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 4",c,verb G,,,,to be like,ptcp. :,,,דדמי,dmy,conjunction | verb peal,to be like | ptcp. :
lyh;,"Masekhet: 71006, Page: 002, Side: 2, Line: 09, Word: 5",p02,,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
)bl,"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 0",No data,,,,,,,,,אבל,None,No data,
hyk),"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 1",a,,,,,where,,,,היכא,hyk),adverb,where
d)yk),"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 2",a,,,,,there is here,,,,דאיכא,)yk),adverb,there is here
ddmy,"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 3",c,verb G,,,,to be like,ptcp. :,,,דדמי,dmy,conjunction | verb peal,to be like | ptcp. :
lyh,"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 4",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
mddmy,"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 5",verb D,,,,,to compare x to y (w. double accus.),to make something like,"to draw a conclusion, imagine, envision",,מדדמי,dmy,verb pael,"to compare x to y (w. double accus.) | to make something like | to draw a conclusion, imagine, envision"
lyh,"Masekhet: 71006, Page: 002, Side: 2, Line: 10, Word: 6",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
ylpynN;,"Masekhet: 71006, Page: 002, Side: 2, Line: 11, Word: 0",V,,,,,,,,,ילפינן;,ylp,V,
my,"Masekhet: 71006, Page: 002, Side: 2, Line: 12, Word: 0",c,,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
yd(y',"Masekhet: 71006, Page: 002, Side: 2, Line: 12, Word: 1",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידעי',yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
hy,"Masekhet: 71006, Page: 002, Side: 2, Line: 12, Word: 2",P,,,,,which,,,,הי,hy,P,which
"""khN""","Masekhet: 71006, Page: 002, Side: 2, Line: 12, Word: 3",No data,,,,,,,,,כהן,None,No data,
mtrmy,"Masekhet: 71006, Page: 002, Side: 2, Line: 12, Word: 4",verb Gt,,,,,to be thrown downward,to throw oneself down,"to exist, to happen to occur",,מתרמי,rmy,verb ethpeel,"to be thrown downward | to throw oneself down | to exist, to happen to occur"
dnyb(y,"Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 0",c,verb Gt,,,,to be sought,"to be necessary, required",to ask one another,,דניבעי,b(y,conjunction | verb ethpeel,"to be sought | to be necessary, required | to ask one another"
lyh,"Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 1",p02,,,,,"to, for",,,,ליה,l_,preposition with pronominal suffix,"to, for"
"""pry$h""","Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 2",No data,,,,,,,,,פרישה,None,No data,
wnyb(y,"Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 3",c,verb Gt,,,,to be sought,"to be necessary, required",to ask one another,,וניבעי,b(y,conjunction | verb ethpeel,"to be sought | to be necessary, required | to ask one another"
lh,"Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 4",p02,,,,,"to, for",,,,לה,l_,preposition with pronominal suffix,"to, for"
"""pry$h""","Masekhet: 71006, Page: 002, Side: 2, Line: 13, Word: 5",No data,,,,,,,,,פרישה,None,No data,
lkwlh,"Masekhet: 71006, Page: 002, Side: 2, Line: 14, Word: 0",p03,noun sg. emphatic,,,,"to, for","all, every",,,לכולה,kl,preposition proclitic | noun sg. emphatic,"to, for | all, every"
"""m$mrt","Masekhet: 71006, Page: 002, Side: 2, Line: 14, Word: 1",No data,,,,,,,,,משמרת,None,No data,
byt,"Masekhet: 71006, Page: 002, Side: 2, Line: 14, Word: 2",No data,,,,,,,,,בית,None,No data,
")b"";","Masekhet: 71006, Page: 002, Side: 2, Line: 14, Word: 3",No data,,,,,,,,,אב;,None,No data,
l)pwqy,"Masekhet: 71006, Page: 002, Side: 2, Line: 15, Word: 0",p02,verb C,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
"""qrbnwt""","Masekhet: 71006, Page: 002, Side: 2, Line: 15, Word: 1",No data,,,,,,,,,קרבנות,None,No data,
dkl,"Masekhet: 71006, Page: 002, Side: 2, Line: 16, Word: 0",c,noun sg. abs. or construct,,,,"who,which (relative)","all, every",,,דכל,kl,conjunction | noun sg. abs. or construct,"who,which (relative) | all, every"
ywm),"Masekhet: 71006, Page: 002, Side: 2, Line: 16, Word: 1",noun sg. emphatic,,,,,day,,,,יומא,ywm),noun sg. emphatic,day
wywm),"Masekhet: 71006, Page: 002, Side: 2, Line: 16, Word: 2",c,noun sg. emphatic,,,,"and, also",day,,,ויומא,ywm),conjunction | noun sg. emphatic,"and, also | day"
)ytnhw;,"Masekhet: 71006, Page: 002, Side: 2, Line: 16, Word: 3",V,,,,,"there is, exists",,,,איתנהו;,)yt,V,"there is, exists"
wky,"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 0",c,c,,,,"and, also",when,,,וכי,ky,conjunction | conjunction,"and, also | when"
tym);,"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 1",verb G,,,,,to say,to command,to think,idiomatic and special usages:,תימא;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
l),"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 2",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
yd(ynN,"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 3",verb G,,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידעינן,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
hy,"Masekhet: 71006, Page: 002, Side: 2, Line: 20, Word: 4",P,,,,,which,,,,הי,hy,P,which
