text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
"""xlb""","Masekhet: 71027, Page: 003, Side: 1, Line: 41, Word: 11",No data,,,,,,,,,חלב,None,No data,
hw),"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 0",P01,,,,,he,,,,הוא,hw),preposition independent,he
mcTrP;,"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 1",verb Dt,,,,,to be cleansed,to be joined together,,,מצטרף;,crp,verb ethpaal,to be cleansed | to be joined together
hk),"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 2",a,,,,,here,,,,הכא,hk),adverb,here
wd)y,"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 3",X,,,,,"in reality, certainly",,,,ודאי,wd)y,X,"in reality, certainly"
kywN,"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 4",c,,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dmtry,"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 5",n01,,,,,two,,,,דמתרי,try,numeral singular absolute or construct,two
qr)y,"Masekhet: 71027, Page: 003, Side: 1, Line: 42, Word: 6",noun pl. emphatic,,,,,crying; reading,,,,קראי,qr),noun pl. emphatic,crying; reading
q)tw,"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 0",verb G,,,,,to come,to occur; w.,: to befall,to be fitting,קאתו,)ty,verb peal,to come | to occur; w. | : to befall | to be fitting
l),"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 1",a,,,,,"no, not",,,,לא,l),adverb,"no, not"
mcTrP;,"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 2",verb Dt,,,,,to be cleansed,to be joined together,,,מצטרף;,crp,verb ethpaal,to be cleansed | to be joined together
)w,"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 3",c,,,,,or,,,,או,)w,conjunction,or
dlm),"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 4",c,,,,,"lest, perhaps",,,,דלמא,dylm),conjunction,"lest, perhaps"
"""$M","Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 5",No data,,,,,,,,,שם,None,No data,
xlb,"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 6",No data,,,,,,,,,חלב,None,No data,
)xd,"Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 7",No data,,,,,,,,,אחד,None,No data,
"hw)"";","Masekhet: 71027, Page: 003, Side: 1, Line: 43, Word: 8",No data,,,,,,,,,הוא;,None,No data,
