text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
)pyqty',"Masekhet: 71016, Page: 045, Side: 2, Line: 21, Word: 1",verb C,,,,,npq,,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,אפיקתי',npq,verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
lh)y,"Masekhet: 71016, Page: 045, Side: 2, Line: 21, Word: 2",P01,,,,,hˀy,,,,this,,,,להאי,h)y,preposition independent,this
"""mzb'","Masekhet: 71016, Page: 045, Side: 2, Line: 21, Word: 3",No data,,,,,,,,,,,,,מזב',None,No data,
"lrwTb"";","Masekhet: 71016, Page: 045, Side: 2, Line: 21, Word: 4",No data,,,,,,,,,,,,,לרוטב;,None,No data,
)ym',"Masekhet: 71016, Page: 046, Side: 1, Line: 09, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
(d,"Masekhet: 71016, Page: 046, Side: 1, Line: 09, Word: 1",c,,,,,ˁd,,,,until,,,,עד,(d,conjunction,until
d)yk),"Masekhet: 71016, Page: 046, Side: 1, Line: 09, Word: 2",c,a,,,,dy,ˀykˀ,,,"who,which (relative)",there is here,,,דאיכא,)yk),conjunction | adverb,"who,which (relative) | there is here"
trwyhw;,"Masekhet: 71016, Page: 046, Side: 1, Line: 09, Word: 3",n02,,,,,tryn,,,,two,,,,תרויהו;,try,numeral singular determined,two
)lyb',"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 0",p01,,,,,ˀlybˀ d_,,,,according to the opinion of,,,,אליב',)lyb),preposition independent,according to the opinion of
dm)N;,"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 1",p,P01,,,,dy,mn,,,"of, genitive particle",who?,,,דמאן;,m)n,preposition | preposition independent,"of, genitive particle | who?"
)ylym',"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 2",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אילימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
)lyb',"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 3",p01,,,,,ˀlybˀ d_,,,,according to the opinion of,,,,אליב',)lyb),preposition independent,according to the opinion of
drbnN;,"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 4",p,N,,,,dy,"rbn, rbnˀ",,,"of, genitive particle","lord, master",,,דרבנן;,rbnn,preposition | noun,"of, genitive particle | lord, master"
h$t',"Masekhet: 71016, Page: 046, Side: 1, Line: 11, Word: 5",a,,,,,hštˀ,,,,now,,,,השת',h$t),adverb,now
"""tglx'""","Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 0",No data,,,,,,,,,,,,,תגלח',None,No data,
)mry,"Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 1",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אמרי,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
rbnN,"Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 2",N,,,,,"rbn, rbnˀ",,,,"lord, master",,,,רבנן,rbnn,noun,"lord, master"
l),"Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
m(kb';,"Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 4",verb D,,,,,ˁkb,,,,"to hold back, detain",to invalidate an act,,,מעכב';,(kb,verb pael,"to hold back, detain | to invalidate an act"
"""tnwp'""","Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 5",No data,,,,,,,,,,,,,תנופ',None,No data,
myb(y';,"Masekhet: 71016, Page: 046, Side: 1, Line: 12, Word: 6",verb Gt,,,,,bˁy,,,,to be sought,"to be necessary, required",to ask one another,,מיבעי';,b(y,verb ethpeel,"to be sought | to be necessary, required | to ask one another"
hy',"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 0",P01,,,,,hyˀ,,,,she,,,,הי',hy),preposition independent,she
h),"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 1",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
nmy,"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 2",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
l),"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 3",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
t(kb;,"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 4",verb D,,,,,ˁkb,,,,"to hold back, detain",to invalidate an act,,,תעכב;,(kb,verb pael,"to hold back, detain | to invalidate an act"
qm'l;,"Masekhet: 71016, Page: 046, Side: 1, Line: 14, Word: 5",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל;,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
my,"Masekhet: 71016, Page: 046, Side: 2, Line: 01, Word: 0",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
m(kb';,"Masekhet: 71016, Page: 046, Side: 2, Line: 01, Word: 1",verb D,,,,,ˁkb,,,,"to hold back, detain",to invalidate an act,,,מעכב';,(kb,verb pael,"to hold back, detain | to invalidate an act"
w)l',"Masekhet: 71016, Page: 046, Side: 2, Line: 22, Word: 0",c,c,,,,w_,ˀlˀ,,,"and, also",but rather,,,ואל',)l),conjunction | conjunction,"and, also | but rather"
h),"Masekhet: 71016, Page: 046, Side: 2, Line: 22, Word: 1",I,,,,,hˀ,,,,here! look!,,,,הא,h),interjection,here! look!
dtny';,"Masekhet: 71016, Page: 046, Side: 2, Line: 22, Word: 2",c,verb G,,,,dy,tny,,,to repeat,"to narrate, recite",to sift flour [< Rabbinic Hebrew],,דתני';,tny,conjunction | verb peal,"to repeat | to narrate, recite | to sift flour [< Rabbinic Hebrew]"
hky,"Masekhet: 71016, Page: 046, Side: 2, Line: 24, Word: 0",X,,,,,"hkyn, ˀkyn",,,,"so, thus",,,,הכי,hky,X,"so, thus"
nmy,"Masekhet: 71016, Page: 046, Side: 2, Line: 24, Word: 1",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
dl),"Masekhet: 71016, Page: 046, Side: 2, Line: 24, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
m(k';,"Masekhet: 71016, Page: 046, Side: 2, Line: 24, Word: 3",verb D,,,,,ˁkb,,,,"to hold back, detain",to invalidate an act,,,מעכ';,(kb,verb pael,"to hold back, detain | to invalidate an act"
b$lm',"Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 0",a,,,,,bšlmˀ,,,,it is all right,,,,בשלמ',b$lm),adverb,it is all right
"""khN","Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 1",No data,,,,,,,,,,,,,כהן,None,No data,
gdwl,"Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 2",No data,,,,,,,,,,,,,גדול,None,No data,
"wnzyr"";","Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 3",No data,,,,,,,,,,,,,ונזיר;,None,No data,
dh)y,"Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 4",c,P01,,,,dy,hˀy,,,"who,which (relative)",this,,,דהאי,h)y,conjunction | preposition independent,"who,which (relative) | this"
sbr,"Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 5",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר,sbr,verb peal,to have thoughts | idioms:
"""khN","Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 6",No data,,,,,,,,,,,,,כהן,None,No data,
"gdw'""","Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 7",No data,,,,,,,,,,,,,גדו',None,No data,
(dyP;,"Masekhet: 71016, Page: 047, Side: 1, Line: 27, Word: 8",A01,,,,,ˁdyp,,,,"better, preferable",,,,עדיף;,(dyp,adjective singular absolute or construct,"better, preferable"
wh)y,"Masekhet: 71016, Page: 047, Side: 1, Line: 28, Word: 0",c,P01,,,,w_,hˀy,,,"and, also",this,,,והאי,h)y,conjunction | preposition independent,"and, also | this"
sbr,"Masekhet: 71016, Page: 047, Side: 1, Line: 28, Word: 1",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר,sbr,verb peal,to have thoughts | idioms:
"""nzyr""","Masekhet: 71016, Page: 047, Side: 1, Line: 28, Word: 2",No data,,,,,,,,,,,,,נזיר,None,No data,
(dyP;,"Masekhet: 71016, Page: 047, Side: 1, Line: 28, Word: 3",A01,,,,,ˁdyp,,,,"better, preferable",,,,עדיף;,(dyp,adjective singular absolute or construct,"better, preferable"
('k,"Masekhet: 71016, Page: 047, Side: 2, Line: 21, Word: 0",p02,,,,,ˁl kwrḥ_,,,,against the will of,,,,ע'כ,(l@krx_,preposition with pronominal suffix,against the will of
l),"Masekhet: 71016, Page: 047, Side: 2, Line: 21, Word: 1",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
plygy,"Masekhet: 71016, Page: 047, Side: 2, Line: 21, Word: 2",verb G,,,,,plg,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פליגי,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
)l',"Masekhet: 71016, Page: 047, Side: 2, Line: 21, Word: 3",c,,,,,ˀlˀ,,,,but rather,,,,אל',)l),conjunction,but rather
"""bk'g""","Masekhet: 71016, Page: 047, Side: 2, Line: 21, Word: 4",No data,,,,,,,,,,,,,בכ'ג,None,No data,
"""wnzyr""","Masekhet: 71016, Page: 047, Side: 2, Line: 22, Word: 0",No data,,,,,,,,,,,,,ונזיר,None,No data,
ky,"Masekhet: 71016, Page: 047, Side: 2, Line: 22, Word: 1",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
)zly,"Masekhet: 71016, Page: 047, Side: 2, Line: 22, Word: 2",verb G,,,,,ˀzl,,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",אזלי,)zl,verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
bhdy hddy;,"Masekhet: 71016, Page: 047, Side: 2, Line: 22, Word: 3",p01,P,,,,bhdy,"ḥddˀ, hddy",,,"with, while",one another; each other,,,בהדי הדדי;,hddy,preposition independent | P,"with, while | one another; each other"
)bl,"Masekhet: 71016, Page: 047, Side: 2, Line: 22, Word: 4",No data,,,,,,,,,,,,,אבל,None,No data,
xd xd,"Masekhet: 71016, Page: 047, Side: 2, Line: 23, Word: 0",n01,,,,,ḥd,,,,one,,,,חד חד,xd,numeral singular absolute or construct,one
lxwdyh,"Masekhet: 71016, Page: 047, Side: 2, Line: 23, Word: 1",p02,,,,,"lḥwd, lhwd",,,,only; alone,,,,לחודיה,lxwd_,preposition with pronominal suffix,only; alone
bny,"Masekhet: 71016, Page: 047, Side: 2, Line: 23, Word: 2",noun pl. construct,,,,,"br, brˀ",,,,son,,,,בני,br),noun pl. construct,son
)Tmwyy,"Masekhet: 71016, Page: 047, Side: 2, Line: 23, Word: 3",verb Dt,,,,,ṭmy,,,,"to be made unclean, defiled",,,,אטמויי,Tmy,verb ethpaal,"to be made unclean, defiled"
)ynwN;,"Masekhet: 71016, Page: 047, Side: 2, Line: 23, Word: 4",P01,,,,,ˀnwn,,,,"they, them",,,,אינון;,)ynwn,preposition independent,"they, them"
lm',"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 0",c,,,,,lmh,,,,why?,,,,למ',lmh,conjunction,why?
ly;,"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 1",p02,,,,,l_,,,,"to, for",,,,לי;,l_,preposition with pronominal suffix,"to, for"
cryky;,"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 2",A01,,,,,ṣryk,,,,poor; needy,,,,צריכי;,cryk,adjective singular absolute or construct,poor; needy
d)y,"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 3",c,c,,,,dy,ˀy,,,"who,which (relative)","if, whether",,,דאי,)y,conjunction | conjunction,"who,which (relative) | if, whether"
)tmr,"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 4",verb Gt,,,,,ˀmr,,,,to be said,"to be ordered, commanded",,,אתמר,)mr,verb ethpeel,"to be said | to be ordered, commanded"
""")byw""","Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 5",No data,,,,,,,,,,,,,אביו,None,No data,
h');,"Masekhet: 71016, Page: 049, Side: 1, Line: 03, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,ה'א;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hyynw,"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 0",P01,,,,,hyynw,,,,"this is, that is",,,,היינו,hyynw,preposition independent,"this is, that is"
T(',"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 1",noun sg. emphatic,,,,,"ṭˁm, ṭˁmˀ",,,,taste; order,,,,טע',T(m),noun sg. emphatic,taste; order
dl),"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
mTm',"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 3",verb D,,,,,ṭmy,,,,"to defile, make unclean",to consider or declare unclean,,,מטמ',Tmy,verb pael,"to defile, make unclean | to consider or declare unclean"
lyh;,"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 4",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
m$w',"Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 5",c,,,,,mšwm,,,,"because, since",,,,משו',m$wm,conjunction,"because, since"
"""dxzq'""","Masekhet: 71016, Page: 049, Side: 1, Line: 04, Word: 6",No data,,,,,,,,,,,,,דחזק',None,No data,
b(l',"Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 0",N,,,,,"ˁlm, ˁlmˀ",,,,eternity; world,,,,בעל',b(lm),noun,eternity; world
hw);,"Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 1",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
""")bl","Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 2",No data,,,,,,,,,,,,,אבל,None,No data,
")mw""","Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 3",No data,,,,,,,,,,,,,אמו,None,No data,
dwd)y,"Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 4",c,X,,,,dy,wdy,,,"who,which (relative)","in reality, certainly",,,דודאי,wd)y,conjunction | X,"who,which (relative) | in reality, certainly"
yldty',"Masekhet: 71016, Page: 049, Side: 1, Line: 05, Word: 5",verb G,,,,,yld,,,,to give birth,to beget,"metaph.: to produce, come up with",,ילדתי',yld,verb peal,"to give birth | to beget | metaph.: to produce, come up with"
lyTm',"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 0",verb Dt,,,,,ṭmy,,,,"to be made unclean, defiled",,,,ליטמ',Tmy,verb ethpaal,"to be made unclean, defiled"
lh;,"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 1",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
w)y,"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 2",c,c,,,,w_,ˀy,,,"and, also","if, whether",,,ואי,)y,conjunction | conjunction,"and, also | if, whether"
kt',"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 3",verb G,,,,,ktb,,,,to write,to draw,,,כת',ktb,verb peal,to write | to draw
rxm',"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 4",noun sg. emphatic,,,,,"rḥmn, rḥmnˀ",,,,merciful,,,,רחמ',rxmn),noun sg. emphatic,merciful
""")mw"";","Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 5",No data,,,,,,,,,,,,,אמו;,None,No data,
h');,"Masekhet: 71016, Page: 049, Side: 1, Line: 06, Word: 6",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,ה'א;,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
""")mw""","Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 0",No data,,,,,,,,,,,,,אמו,None,No data,
hw',"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 1",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הו',hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
dl),"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 2",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
lyTm',"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 3",verb Dt,,,,,ṭmy,,,,"to be made unclean, defiled",,,,ליטמ',Tmy,verb ethpaal,"to be made unclean, defiled"
lh;,"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 4",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
dl),"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 5",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
)zyl,"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 6",verb G,,,,,ˀzl,,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",אזיל,)zl,verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
zr(',"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 7",noun sg. emphatic,,,,,"zrˁ, zrˁˀ",,,,seed,,,,זרע',zr(),noun sg. emphatic,seed
btr';,"Masekhet: 71016, Page: 049, Side: 1, Line: 07, Word: 8",p02,,,,,btr,,,,after,,,,בתר';,btr,preposition with pronominal suffix,after
""")bl","Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 0",No data,,,,,,,,,,,,,אבל,None,No data,
")byw""","Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 1",No data,,,,,,,,,,,,,אביו,None,No data,
kywN,"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 2",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
d)',"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 3",c,verb G,,,,dy,ˀmr,,,to say,to command,to think,idiomatic and special usages:,דא',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
mr,"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 4",noun sg. emphatic,,,,,"mr, mrˀ, mˀrˀ",,,,a type of spade,,,,מר,mr,noun sg. emphatic,a type of spade
"""lm$pxwt'","Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 5",No data,,,,,,,,,,,,,למשפחות',None,No data,
lby',"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 6",No data,,,,,,,,,,,,,לבי',None,No data,
")bwt'""","Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 7",No data,,,,,,,,,,,,,אבות',None,No data,
)ym',"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 8",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dlyTm',"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 9",c,verb Dt,,,,dy,ṭmy,,,"to be made unclean, defiled",,,,דליטמ',Tmy,conjunction | verb ethpaal,"to be made unclean, defiled"
lyh;,"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 10",p02,,,,,l_,,,,"to, for",,,,ליה;,l_,preposition with pronominal suffix,"to, for"
qm'l,"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 11",verb C,,,,,šmˁ,,,,to cause to hear,"to give to understand, teach a legal tradition",to cause to obey,,קמ'ל,$m(,verb (h)aphel,"to cause to hear | to give to understand, teach a legal tradition | to cause to obey"
dl);,"Masekhet: 71016, Page: 049, Side: 1, Line: 08, Word: 12",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא;,l),conjunction | adverb,"who,which (relative) | no, not"
hyky,"Masekhet: 71016, Page: 050, Side: 1, Line: 11, Word: 0",a,,,,,"hyk, ˀyk, hykˀ, ˀykh",,,,how,,,,היכי,hyky,adverb,how
dmy;,"Masekhet: 71016, Page: 050, Side: 1, Line: 11, Word: 1",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי;,dmy,verb peal,to be like | ptcp. :
)ylym',"Masekhet: 71016, Page: 050, Side: 1, Line: 12, Word: 0",verb G,,,,,ˀmr,,,,to say,to command,to think,idiomatic and special usages:,אילימ',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
dl),"Masekhet: 71016, Page: 050, Side: 1, Line: 12, Word: 1",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
yd(ynN;,"Masekhet: 71016, Page: 050, Side: 1, Line: 12, Word: 2",verb G,,,,,ydˁ,,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",ידעינן;,yd(,verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
ky,"Masekhet: 71016, Page: 050, Side: 1, Line: 12, Word: 3",c,,,,,ky,,,,when,,,,כי,ky,conjunction,when
qry$,"Masekhet: 71016, Page: 050, Side: 1, Line: 12, Word: 4",verb G,,,,,qrš,,,,to be(come) cold,to congeal,,,קריש,qr$#2,verb peal,to be(come) cold | to congeal
m)y,"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 0",P01,,,,,mˀy,,,,what,,,,מאי,m)y,preposition independent,what
hwy;,"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 1",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוי;,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
w)y,"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 2",c,c,,,,w_,ˀy,,,"and, also","if, whether",,,ואי,)y,conjunction | conjunction,"and, also | if, whether"
dyd(y',"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 3",c,verb G,,,,dy,ydˁ,,,to know,to cohabit with,idioms:,"_:  to be experienced in/with, acquainted with",דידעי',yd(,conjunction | verb peal,"to know | to cohabit with | idioms: | _:  to be experienced in/with, acquainted with"
ddydy',"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 4",c,P02,,,,dy,dyd_,,,"who,which (relative)",possessive particle,,,דדידי',dyd_,conjunction | preposition with pronominal suffix,"who,which (relative) | possessive particle"
hw';,"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 5",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הו';,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
)('g,"Masekhet: 71016, Page: 050, Side: 1, Line: 13, Word: 6",c,,,,,ˀp ˁl gb,,,,even though,,,,אע'ג,)p@(l@gb,conjunction,even though
dl),"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 0",c,a,,,,dy,lˀ,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
qr$;,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 1",verb G,,,,,qrš,,,,to be(come) cold,to congeal,,,קרש;,qr$#2,verb peal,to be(come) cold | to congeal
)'r,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 2",No data,,,,,,,,,,,,,א'ר,None,No data,
yrmy';,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 3",No data,,,,,,,,,,,,,ירמי';,None,No data,
bst';,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 4",p02,noun sg. emphatic,,,,b_,"stm, stmˀ",,,"in, with",unspecified,,,בסת';,stm),preposition with pronominal suffix | noun sg. emphatic,"in, with | unspecified"
qr$;,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 5",verb G,,,,,qrš,,,,to be(come) cold,to congeal,,,קרש;,qr$#2,verb peal,to be(come) cold | to congeal
wd)y,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 6",X,,,,,wdy,,,,"in reality, certainly",,,,ודאי,wd)y,X,"in reality, certainly"
"""mwhl""","Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 7",No data,,,,,,,,,,,,,מוהל,None,No data,
hw);,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 8",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
)y,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 9",c,,,,,ˀy,,,,"if, whether",,,,אי,)y,conjunction,"if, whether"
l),"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 10",a,,,,,lˀ,,,,"no, not",,,,לא,l),adverb,"no, not"
qr$;,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 11",verb G,,,,,qrš,,,,to be(come) cold,to congeal,,,קרש;,qr$#2,verb peal,to be(come) cold | to congeal
"""kyxw","Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 12",No data,,,,,,,,,,,,,כיחו,None,No data,
"wny(w""","Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 13",No data,,,,,,,,,,,,,וניעו,None,No data,
hw);,"Masekhet: 71016, Page: 050, Side: 1, Line: 14, Word: 14",P01,,,,,hwˀ,,,,he,,,,הוא;,hw),preposition independent,he
)ymt,"Masekhet: 71016, Page: 050, Side: 1, Line: 24, Word: 0",c,,,,,"ˀmty, ˀymty, ˀymt",,,,"when, whenever",,,,אימת,)ymt,conjunction,"when, whenever"
qmmxy,"Masekhet: 71016, Page: 050, Side: 1, Line: 24, Word: 1",verb D,,,,,mḥy,,,,to beat severely,to wound,to rip with arrows,to protest,קממחי,mxy,verb pael,to beat severely | to wound | to rip with arrows | to protest
lh;,"Masekhet: 71016, Page: 050, Side: 1, Line: 24, Word: 2",p02,,,,,l_,,,,"to, for",,,,לה;,l_,preposition with pronominal suffix,"to, for"
btr,"Masekhet: 71016, Page: 050, Side: 1, Line: 24, Word: 3",p,,,,,btr,,,,after,,,,בתר,btr,preposition,after
d)srx';,"Masekhet: 71016, Page: 050, Side: 1, Line: 24, Word: 4",c,verb C,,,,dy,srḥ,,,to have something damaged,to stink from rot,,,דאסרח';,srx,conjunction | verb (h)aphel,to have something damaged | to stink from rot
kywN,"Masekhet: 71016, Page: 050, Side: 1, Line: 25, Word: 0",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
d)srx',"Masekhet: 71016, Page: 050, Side: 1, Line: 25, Word: 1",c,verb C,,,,dy,srḥ,,,to have something damaged,to stink from rot,,,דאסרח',srx,conjunction | verb (h)aphel,to have something damaged | to stink from rot
hwh,"Masekhet: 71016, Page: 050, Side: 1, Line: 25, Word: 2",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוה,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
