text,url,lexicon_0,lexicon_1,lexicon_2,lexicon_3,lexicon_4,split_word_0,split_word_1,split_word_2,split_word_3,meaning_0,meaning_1,meaning_2,meaning_3,text_transformed,Lema,merged_lexicon,merged_meanings
xyy),"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 3",No data,,,,,,,,,,,,,חייא,None,No data,
bryh;,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 4",noun sg. emphatic,,,,,"br, br?",,,,son,,,,בריה;,br),noun sg. emphatic,son
wkN,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 5",c,a,,,,w_,kn,,,"and, also","thus, so",,,וכן,kn,conjunction | adverb,"and, also | thus, so"
)'l,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 6",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,א'ל,)mr,verb peal,to say | to command | to think | idiomatic and special usages:
rb,"Masekhet: 71036, Page: 027, Side: 2, Line: 35, Word: 7",No data,,,,,,,,,,,,,רב,None,No data,
hwn),"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 0",No data,,,,,,,,,,,,,הונא,None,No data,
lrbh,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 1",p03,,,,,l_,,,,"to, for",,,,לרבה,l_,preposition proclitic,"to, for"
bryh;,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 2",noun sg. emphatic,,,,,"br, br?",,,,son,,,,בריה;,br),noun sg. emphatic,son
x$yK,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 3",verb D,,,,,??k,,,,to darken (trans.),to come at evening,,,חשיך,x$k,verb pael,to darken (trans.) | to come at evening
tqyN,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 4",verb D,,,,,tqn,,,,"to establish properly, correct","to place, install","to ordain, declare",,תקין,tqn,verb pael,"to establish properly, correct | to place, install | to ordain, declare"
np$K,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 5",noun sg. emphatic,,,,,"np?, np??",,,,soul; life; self,,,,נפשך,np$),noun sg. emphatic,soul; life; self
wqdyM,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 6",c,verb D,,,,w_,qdm,,,to precede,to come before in space,to greet someone,‏ : to set forth,וקדים,qdm,conjunction | verb pael,to precede | to come before in space | to greet someone | ‏ : to set forth
tqyN,"Masekhet: 71036, Page: 027, Side: 2, Line: 36, Word: 7",verb D,,,,,tqn,,,,"to establish properly, correct","to place, install","to ordain, declare",,תקין,tqn,verb pael,"to establish properly, correct | to place, install | to ordain, declare"
np$K;,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 0",noun sg. emphatic,,,,,"np?, np??",,,,soul; life; self,,,,נפשך;,np$),noun sg. emphatic,soul; life; self
ky hyky,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 1",c,,,,,"ky hyky, khykyn",,,,in order that,,,,כי היכי,ky@hyky,conjunction,in order that
dl),"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 2",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
trxq;,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 3",verb G,,,,,r?q,,,,"to be(come) distant, go away",fig. : to abandon,,,תרחק;,rxq,verb peal,"to be(come) distant, go away | fig. : to abandon"
tyb,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 4",verb G,,,,,ytb,,,,to sit,to dwell,to settle down,to be inhabited,תיב,ytb,verb peal,to sit | to dwell | to settle down | to be inhabited
wgly,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 5",c,verb D,,,,w_,gly,,,"to reveal (secrets, revelations)",to uncover,to exile,"to go into exile, emigrate",וגלי,gly#2,conjunction | verb pael,"to reveal (secrets, revelations) | to uncover | to exile | to go into exile, emigrate"
ksy,"Masekhet: 71036, Page: 027, Side: 2, Line: 37, Word: 6",noun pl. emphatic,,,,,"ks, ks?",,,,"large cup, bowl",,,,כסי,ks),noun pl. emphatic,"large cup, bowl"
wqwM;,"Masekhet: 71036, Page: 027, Side: 2, Line: 38, Word: 0",c,verb G,,,,w_,qwm,,,to rise,"to stand, to be raised up","to stand still, to stop",with various prepositions,וקום;,qwm,conjunction | verb peal,"to rise | to stand, to be raised up | to stand still, to stop | with various prepositions"
$TwP,"Masekhet: 71036, Page: 027, Side: 2, Line: 38, Word: 1",verb G,,,,,??p,,,,to be awash,to wash,to inundate,fig.,שטוף,$Tp,verb peal,to be awash | to wash | to inundate | fig.
w$ty,"Masekhet: 71036, Page: 027, Side: 2, Line: 38, Word: 2",c,verb G,,,,w_,?ty,,,to drink,"to be irrigated, absorb water",to smoke tobacco,,ושתי,$ty,conjunction | verb peal,"to drink | to be irrigated, absorb water | to smoke tobacco"
$TwP,"Masekhet: 71036, Page: 027, Side: 2, Line: 38, Word: 3",verb G,,,,,??p,,,,to be awash,to wash,to inundate,fig.,שטוף,$Tp,verb peal,to be awash | to wash | to inundate | fig.
w)xyt;,"Masekhet: 71036, Page: 027, Side: 2, Line: 38, Word: 4",c,verb C,,,,w_,n?t,,,to lower,,,,ואחית;,nxt,conjunction | verb (h)aphel,to lower
hylkK,"Masekhet: 71036, Page: 027, Side: 2, Line: 45, Word: 0",a,,,,,"hwlkk, hylkk",,,,therefore,,,,הילכך,hwlkk,adverb,therefore
h)y,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 0",P01,,,,,h?y,,,,this,,,,האי,h)y,preposition independent,this
tlmyd),"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 1",noun sg. emphatic,,,,,"tlmyd, tlmyd?",,,,student,,,,תלמידא,tlmyd),noun sg. emphatic,student
d$pyK,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 2",c,verb G,,,,dy,?pk,,,"to pour out, spill (tr.)",to spill (intr.),,,דשפיך,$pk,conjunction | verb peal,"to pour out, spill (tr.) | to spill (intr.)"
qmyh,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 3",p02,,,,,"qwmy, qmy",,,,before,,,,קמיה,qmy,preposition with pronominal suffix,before
rbyh,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 4",noun sg. emphatic,,,,,"rb, rb?",,,,chief; teacher,,,,רביה,rb),noun sg. emphatic,chief; teacher
lyt,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 5",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לית,lyt,V,there is/are not
byh,"Masekhet: 71036, Page: 027, Side: 2, Line: 46, Word: 6",p02,,,,,b_,,,,"in, with",,,,ביה,b_,preposition with pronominal suffix,"in, with"
m$wM,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 0",p01,,,,,m?wm,,,,because of,,,,משום,m$wm,preposition independent,because of
)pyqrwt);,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 1",noun sg. emphatic,,,,,"?pqrw, ?pqrwt?",,,,"licentiousness, irreverence",,,,אפיקרותא;,)pqrwt),noun sg. emphatic,"licentiousness, irreverence"
kl,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 2",noun sg. abs. or construct,,,,,"kl, kl?",,,,"all, every",,,,כל,kl,noun sg. abs. or construct,"all, every"
myly,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 3",noun pl. emphatic,,,,,"mlh, mlt?",,,,"word, speech; thing",,,,מילי,mylt),noun pl. emphatic,"word, speech; thing"
l),"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 4",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
tplwT,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 5",verb G,,,,,pl?,,,,(intrans.) to escape,(trans.) to eject,,,תפלוט,plT,verb peal,(intrans.) to escape | (trans.) to eject
qmy,"Masekhet: 71036, Page: 027, Side: 2, Line: 47, Word: 6",p01,,,,,"qwmy, qmy",,,,before,,,,קמי,qmy,preposition independent,before
rbK,"Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 0",noun sg. emphatic,,,,,"rb, rb?",,,,chief; teacher,,,,רבך,rb),noun sg. emphatic,chief; teacher
br,"Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 1",p01,,,,,"br mn, br m_",,,,except for; outside of,,,,בר,br@mn,preposition independent,except for; outside of
mqr),"Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 2",noun sg. emphatic,,,,,"qr?, qr?",,,,Bible reader,,,,מקרא,qr)#3,noun sg. emphatic,Bible reader
wdyys);,"Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 3",c,noun sg. emphatic,,,,w_,"dys, dys?",,,"and, also",a type of porridge,,,ודייסא;,dyys),conjunction | noun sg. emphatic,"and, also | a type of porridge"
dky,"Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 4",c,p01,,,,dy,ky,,,"who,which (relative)",like,,,דכי,ky,conjunction | preposition independent,"who,which (relative) | like"
"""ptylh","Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 5",No data,,,,,,,,,,,,,פתילה,None,No data,
$l","Masekhet: 71036, Page: 027, Side: 2, Line: 48, Word: 6",No data,,,,,,,,,,,,,של,None,No data,
""")br""","Masekhet: 71036, Page: 027, Side: 2, Line: 49, Word: 0",No data,,,,,,,,,,,,,אבר,None,No data,
dmy;,"Masekhet: 71036, Page: 027, Side: 2, Line: 49, Word: 1",verb G,,,,,dmy,,,,to be like,ptcp. :,,,דמי;,dmy,verb peal,to be like | ptcp. :
ky,"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 0",p01,,,,,ky,,,,like,,,,כי,ky,preposition independent,like
mTy,"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 1",verb G,,,,,m?y,,,,"to come, to reach","to happen, occur","to be able, achieve",,מטי,mTy,verb peal,"to come, to reach | to happen, occur | to be able, achieve"
r',"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 2",No data,,,,,,,,,,,,,ר',None,No data,
ywxn',"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 3",No data,,,,,,,,,,,,,יוחנ',None,No data,
bh),"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 4",p02,P01,,,,b_,h?,,,"in, with",this (f.),,,בהא,h),preposition with pronominal suffix | preposition independent,"in, with | this (f.)"
mtnyt),"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 5",noun sg. emphatic,,,,,"mtny, mtnyt?",,,,tannaitic tradition,,,,מתניתא,mtnyt),noun sg. emphatic,tannaitic tradition
)',"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 6",verb G,,,,,?mr,,,,to say,to command,to think,idiomatic and special usages:,א',)mr,verb peal,to say | to command | to think | idiomatic and special usages:
hky;,"Masekhet: 71036, Page: 028, Side: 1, Line: 07, Word: 7",X,,,,,"hkyn, ?kyn",,,,"so, thus",,,,הכי;,hky,X,"so, thus"
h),"Masekhet: 71036, Page: 028, Side: 1, Line: 23, Word: 0",P,,,,,h?,,,,this (f.),,,,הא,h),P,this (f.)
gwph,"Masekhet: 71036, Page: 028, Side: 1, Line: 23, Word: 1",noun sg. emphatic,,,,,"gwp, gwp?",,,,body,,,,גופה,gwp),noun sg. emphatic,body
q$y);,"Masekhet: 71036, Page: 028, Side: 1, Line: 23, Word: 2",A01,,,,,q?y,,,,hard,,,,קשיא;,q$y,adjective singular absolute or construct,hard
)lm',"Masekhet: 71036, Page: 028, Side: 1, Line: 26, Word: 0",c,,,,,"?l m?, ?l mn?, ?m?y",,,,why?,,,,אלמ',)lm),conjunction,why?
"""bpyys""","Masekhet: 71036, Page: 028, Side: 1, Line: 26, Word: 1",No data,,,,,,,,,,,,,בפייס,None,No data,
tly),"Masekhet: 71036, Page: 028, Side: 1, Line: 26, Word: 2",verb G,,,,,tly,,,,"to suspend, hang up",to lift up (esp. eyes),"fig. : to suspend certainty, be undecided","to make dependent, hold responsible",תליא,tly,verb peal,"to suspend, hang up | to lift up (esp. eyes) | fig. : to suspend certainty, be undecided | to make dependent, hold responsible"
mylt);,"Masekhet: 71036, Page: 028, Side: 1, Line: 27, Word: 0",noun sg. emphatic,,,,,"mlh, mlt?",,,,"word, speech; thing",,,,מילתא;,mylt),noun sg. emphatic,"word, speech; thing"
lmymr',"Masekhet: 71036, Page: 028, Side: 2, Line: 18, Word: 0",p02,verb G,,,,l_,?mr,,,to say,to command,to think,idiomatic and special usages:,למימר',)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
"""dxbytyM""","Masekhet: 71036, Page: 028, Side: 2, Line: 18, Word: 1",No data,,,,,,,,,,,,,דחביתים,None,No data,
hww,"Masekhet: 71036, Page: 028, Side: 2, Line: 18, Word: 2",verb G,,,,,hwy,,,,to be,"to endure, to exist","to come to pass, to happen",in idioms:,הוו,hwy,verb peal,"to be | to endure, to exist | to come to pass, to happen | in idioms:"
qdmy,"Masekhet: 71036, Page: 028, Side: 2, Line: 18, Word: 3",verb G,,,,,qdm,,,,"to come before in time, precede","to do beforehand, to do something first",to approach,,קדמי,qdm,verb peal,"to come before in time, precede | to do beforehand, to do something first | to approach"
gwzm),"Masekhet: 71036, Page: 029, Side: 1, Line: 18, Word: 0",noun sg. emphatic,,,,,gwzm?,,,,hyperbole,,,,גוזמא,gwzm),noun sg. emphatic,hyperbole
gwzm),"Masekhet: 71036, Page: 029, Side: 1, Line: 19, Word: 0",noun sg. emphatic,,,,,gwzm?,,,,hyperbole,,,,גוזמא,gwzm),noun sg. emphatic,hyperbole
sl',"Masekhet: 71036, Page: 029, Side: 1, Line: 20, Word: 0",verb G,,,,,slq,,,,to go up,to result,to travel,idioms:,סל',slq,verb peal,to go up | to result | to travel | idioms:
d(';,"Masekhet: 71036, Page: 029, Side: 1, Line: 20, Word: 1",noun sg. emphatic,,,,,"d?t, d?t?",,,,knowledge,,,,דע';,d(t),noun sg. emphatic,knowledge
)l),"Masekhet: 71036, Page: 029, Side: 1, Line: 20, Word: 2",c,,,,,?l?,,,,but rather,,,,אלא,)l),conjunction,but rather
g?w?zm),"Masekhet: 71036, Page: 029, Side: 1, Line: 20, Word: 3",noun sg. emphatic,,,,,gwzm?,,,,hyperbole,,,,גוזמא,gwzm),noun sg. emphatic,hyperbole
l)pwqy,"Masekhet: 71036, Page: 029, Side: 1, Line: 30, Word: 0",p02,verb C,,,,l_,npq,,,"to bring forth, produce","to remove, expel",to expend,to produce a text,לאפוקי,npq,preposition with pronominal suffix | verb (h)aphel,"to bring forth, produce | to remove, expel | to expend | to produce a text"
mdrb);,"Masekhet: 71036, Page: 029, Side: 1, Line: 30, Word: 1",No data,,,,,,,,,,,,,מדרבא;,None,No data,
<gwzm)#10#>;,"Masekhet: 71036, Page: 029, Side: 1, Line: 30, Word: 2",noun sg. emphatic,,,,,gwzm?,,,,hyperbole,,,,גוזמא;,gwzm),noun sg. emphatic,hyperbole
hny,"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 0",P01,,,,,hny,,,,"these, those",,,,הני,hny,preposition independent,"these, those"
m)y,"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 1",P01,,,,,m?y,,,,what,,,,מאי,m)y,preposition independent,what
T(',"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 2",noun sg. emphatic,,,,,"??m, ??m?",,,,taste; order,,,,טע',T(m),noun sg. emphatic,taste; order
..;,"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 3",No data,,,,,,,,,,,,,;,None,No data,
m$wM,"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 4",c,,,,,m?wm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
dqTmy;,"Masekhet: 71036, Page: 029, Side: 2, Line: 12, Word: 5",c,verb G,,,,dy,q?m,,,to be turned to ash,to turn something into ashes,,,דקטמי;,qTm#2,conjunction | verb peal,to be turned to ash | to turn something into ashes
m)y,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 0",P01,,,,,m?y,,,,what,,,,מאי,m)y,preposition independent,what
nyhw;,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 1",P01,,,,,nyhw,,,,he,,,,ניהו;,nyhw,preposition independent,he
dwqry,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 2",c,noun pl. emphatic,,,,dy,dwqr?,,,"who,which (relative)",a group of reeds,,,דוקרי,dwqr),conjunction | noun pl. emphatic,"who,which (relative) | a group of reeds"
dl),"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 3",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
qTmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 4",verb G,,,,,q?m,,,,to be turned to ash,to turn something into ashes,,,קטמי,qTm#2,verb peal,to be turned to ash | to turn something into ashes
w)zly,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 5",c,verb G,,,,w_,?zl,,,"to go, move along",to go away,as co-verb : to go ahead and do something,"to be going on, to be happening (colloquial only?)",ואזלי,)zl,conjunction | verb peal,"to go, move along | to go away | as co-verb : to go ahead and do something | to be going on, to be happening (colloquial only?)"
myqTM;,"Masekhet: 71036, Page: 029, Side: 2, Line: 16, Word: 6",verb G,,,,,q?m,,,,to be turned to ash,to turn something into ashes,,,מיקטם;,qTm#2,verb peal,to be turned to ash | to turn something into ashes
b$lm',"Masekhet: 71036, Page: 029, Side: 2, Line: 21, Word: 0",a,,,,,b?lm?,,,,it is all right,,,,בשלמ',b$lm),adverb,it is all right
lm)N,"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 0",p03,P01,,,,l_,mn,,,"to, for",who?,,,למאן,m)n,preposition proclitic | preposition independent,"to, for | who?"
d)',"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 1",c,verb G,,,,dy,?mr,,,to say,to command,to think,idiomatic and special usages:,דא',)mr,conjunction | verb peal,to say | to command | to think | idiomatic and special usages:
m$wM,"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 2",c,,,,,m?wm,,,,"because, since",,,,משום,m$wm,conjunction,"because, since"
dqTmy;,"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 3",c,verb G,,,,dy,q?m,,,to be turned to ash,to turn something into ashes,,,דקטמי;,qTm#2,conjunction | verb peal,to be turned to ash | to turn something into ashes
bh),"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 4",p02,P01,,,,b_,h?,,,"in, with",this (f.),,,בהא,h),preposition with pronominal suffix | preposition independent,"in, with | this (f.)"
plygy;,"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 5",verb G,,,,,plg,,,,to divide (trans.),to be in the middle,"to be distinctive, outstanding","to be halved, become divided",פליגי;,plg,verb peal,"to divide (trans.) | to be in the middle | to be distinctive, outstanding | to be halved, become divided"
mr,"Masekhet: 71036, Page: 029, Side: 2, Line: 22, Word: 6",noun sg. emphatic,,,,,"mr, mr?, m?r?",,,,a type of spade,,,,מר,mr,noun sg. emphatic,a type of spade
sbr;,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 0",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
)('g,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 1",c,,,,,?p ?l gb,,,,even though,,,,אע'ג,)p@(l@gb,conjunction,even though
dl),"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 2",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
qTmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 3",verb G,,,,,q?m,,,,to be turned to ash,to turn something into ashes,,,קטמי,qTm#2,verb peal,to be turned to ash | to turn something into ashes
mgw)y;,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 4",a,,,,,mn gw,,,,from inside of,,,,מגואי;,mgw)y,adverb,from inside of
kywN,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 5",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dqTmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 23, Word: 6",c,verb G,,,,dy,q?m,,,to be turned to ash,to turn something into ashes,,,דקטמי,qTm#2,conjunction | verb peal,to be turned to ash | to turn something into ashes
m)br)y,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 0",a,,,,,m?br?y,,,,from without,,,,מאבראי,m)br)y,adverb,from without
l),"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 1",a,,,,,l?,,,,"no, not",,,,לא,l),adverb,"no, not"
myytynN;,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 2",verb C,,,,,?ty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מייתינן;,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
wmr,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 3",c,noun sg. emphatic,,,,w_,"mr, mr?, m?r?",,,"and, also",a type of spade,,,ומר,mr,conjunction | noun sg. emphatic,"and, also | a type of spade"
sbr;,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 4",verb G,,,,,sbr,,,,to have thoughts,idioms:,,,סבר;,sbr,verb peal,to have thoughts | idioms:
kywN,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 5",c,,,,,kywn,,,,"when, since",,,,כיון,kywn,conjunction,"when, since"
dl),"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 6",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
qTmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 24, Word: 7",verb G,,,,,q?m,,,,to be turned to ash,to turn something into ashes,,,קטמי,qTm#2,verb peal,to be turned to ash | to turn something into ashes
mgw)y;,"Masekhet: 71036, Page: 029, Side: 2, Line: 25, Word: 0",a,,,,,mn gw,,,,from inside of,,,,מגואי;,mgw)y,adverb,from inside of
)('g,"Masekhet: 71036, Page: 029, Side: 2, Line: 25, Word: 1",c,,,,,?p ?l gb,,,,even though,,,,אע'ג,)p@(l@gb,conjunction,even though
dqTmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 25, Word: 2",c,verb G,,,,dy,q?m,,,to be turned to ash,to turn something into ashes,,,דקטמי,qTm#2,conjunction | verb peal,to be turned to ash | to turn something into ashes
m)br)y,"Masekhet: 71036, Page: 029, Side: 2, Line: 25, Word: 3",a,,,,,m?br?y,,,,from without,,,,מאבראי,m)br)y,adverb,from without
myytynN;,"Masekhet: 71036, Page: 029, Side: 2, Line: 25, Word: 4",verb C,,,,,?ty,,,,to bring,"to make something achieve, reach (without physical motion)",to endure,idioms,מייתינן;,)ty,verb (h)aphel,"to bring | to make something achieve, reach (without physical motion) | to endure | idioms"
wlyT(myK;,"Masekhet: 71036, Page: 029, Side: 2, Line: 28, Word: 0",c,noun sg. emphatic,,,,w_,"??m, ??m?",,,"and, also",taste; order,,,וליטעמיך;,T(m),conjunction | noun sg. emphatic,"and, also | taste; order"
"""t)nh""","Masekhet: 71036, Page: 029, Side: 2, Line: 28, Word: 1",No data,,,,,,,,,,,,,תאנה,None,No data,
"""yy$wb","Masekhet: 71036, Page: 029, Side: 2, Line: 28, Word: 2",No data,,,,,,,,,,,,,יישוב,None,No data,
)rC,"Masekhet: 71036, Page: 029, Side: 2, Line: 28, Word: 3",No data,,,,,,,,,,,,,ארץ,None,No data,
y$r'";,"Masekhet: 71036, Page: 029, Side: 2, Line: 28, Word: 4",No data,,,,,,,,,,,,,ישר';,None,No data,
my,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 0",c,,,,,my,,,,interrogative particle,,,,מי,my,conjunction,interrogative particle
lyt,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 1",V,,,,,"lyt, l)yty",,,,there is/are not,,,,לית,lyt,V,there is/are not
byh;,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 2",p02,,,,,b_,,,,"in, with",,,,ביה;,b_,preposition with pronominal suffix,"in, with"
)l),"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 3",c,,,,,?l?,,,,but rather,,,,אלא,)l),conjunction,but rather
mh,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 4",c,,,,,"mh, mh d_, mdy",,,,what,,,,מה,mh,conjunction,what
)yt,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 5",V,,,,,?yt,,,,"there is, exists",,,,אית,)yt,V,"there is, exists"
lK,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 6",p02,,,,,l_,,,,"to, for",,,,לך,l_,preposition with pronominal suffix,"to, for"
lmymr;,"Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 7",p02,verb G,,,,l_,?mr,,,to say,to command,to think,idiomatic and special usages:,למימר;,)mr,preposition with pronominal suffix | verb peal,to say | to command | to think | idiomatic and special usages:
"""bt)nh""","Masekhet: 71036, Page: 029, Side: 2, Line: 29, Word: 8",No data,,,,,,,,,,,,,בתאנה,None,No data,
dl),"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 0",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
(bdh,"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 1",verb G,,,,,?bd,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עבדה,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
pyry;,"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 2",noun pl. emphatic,,,,,"pyr, pyr?",,,,fruit,,,,פירי;,pyr),noun pl. emphatic,fruit
"""dql""","Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 3",No data,,,,,,,,,,,,,דקל,None,No data,
nmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 4",a,,,,,nmy,,,,also,,,,נמי,nmy,adverb,also
"""bdql""","Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 5",No data,,,,,,,,,,,,,בדקל,None,No data,
dl),"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 6",c,a,,,,dy,l?,,,"who,which (relative)","no, not",,,דלא,l),conjunction | adverb,"who,which (relative) | no, not"
(byd,"Masekhet: 71036, Page: 029, Side: 2, Line: 30, Word: 7",verb G,,,,,?bd,,,,to make,"to do, perform, act in a certain manner","to designate, make into",idiomatic expressions:,עביד,(bd,verb peal,"to make | to do, perform, act in a certain manner | to designate, make into | idiomatic expressions:"
pyry;,"Masekhet: 71036, Page: 029, Side: 2, Line: 31, Word: 0",noun pl. emphatic,,,,,"pyr, pyr?",,,,fruit,,,,פירי;,pyr),noun pl. emphatic,fruit
wmy,"Masekhet: 71036, Page: 029, Side: 2, Line: 31, Word: 1",c,c,,,,w_,my,,,"and, also",interrogative particle,,,ומי,my,conjunction | conjunction,"and, also | interrogative particle"
)yk),"Masekhet: 71036, Page: 029, Side: 2, Line: 31, Word: 2",a,,,,,?yk?,,,,there is here,,,,איכא,)yk),adverb,there is here
"""t)nh""","Masekhet: 71036, Page: 029, Side: 2, Line: 31, Word: 3",No data,,,,,,,,,,,,,תאנה,None,No data,
