scroll_name,column,line,emphatic_ratio,absolute_ratio,function_words_ratio,lexical_diversity,verb_ratio,passive_voice_ratio,plural_ratio,line_length,avg_word_len,v_then_noun_ratio,v_then_prep_ratio
11QtgJob_Job_Scroll,05,02,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,05,03,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,6.0,6.1667,0.0,0.0
11QtgJob_Job_Scroll,05,04,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,05,05,0.0,0.0,0.0,0.1667,0.1667,0.0,0.0,6.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,05,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,05,07,0.0,0.0,0.0,0.0,0.4,0.0,0.0,5.0,4.6,0.0,0.0
11QtgJob_Job_Scroll,05,08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,6.0,0.0,0.0
11QtgJob_Job_Scroll,06,01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,06,02,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,06,03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,3.6667,0.0,0.0
11QtgJob_Job_Scroll,06,04,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,3.6667,0.0,0.0
11QtgJob_Job_Scroll,06,05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,06,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,06,07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,06,08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,5.5,0.0,0.0
11QtgJob_Job_Scroll,06,09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,6.0,0.0,0.0
11QtgJob_Job_Scroll,07,01,0.0,0.0,0.0,0.5,0.3333,0.0,0.0,3.0,3.3333,0.0,0.0
11QtgJob_Job_Scroll,07,02,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,07,03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,3.6667,0.0,0.0
11QtgJob_Job_Scroll,07,04,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,07,05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.3333,0.0,0.0
11QtgJob_Job_Scroll,07,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,3.0,0.0,0.0
11QtgJob_Job_Scroll,07,07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,07,08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,07,09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,08,01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,08,02,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.3333,0.0,0.0
11QtgJob_Job_Scroll,08,03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,08,04,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,08,05,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.6667,0.0,0.0
11QtgJob_Job_Scroll,08,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.3333,0.0,0.0
11QtgJob_Job_Scroll,08,07,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,08,08,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,9.0,0.0,0.0
11QtgJob_Job_Scroll,08,09,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,4.5,0.0,0.0
11QtgJob_Job_Scroll,09,01,0.0,0.0,0.0,0.3333,0.0,0.0,0.0,6.0,6.0,0.0,0.0
11QtgJob_Job_Scroll,09,02,0.0,0.0,0.0,0.0,0.3333,0.1667,0.0,6.0,4.8333,0.0,0.0
11QtgJob_Job_Scroll,09,03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,09,04,0.0,0.0,0.0,0.1429,0.1429,0.0,0.0,7.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,09,05,0.0,0.0,0.0,0.4,0.0,0.0,0.0,5.0,6.0,0.0,0.0
11QtgJob_Job_Scroll,09,06,0.0,0.0,0.0,0.0,0.5714,0.5714,0.0,7.0,3.1429,0.0,0.0
11QtgJob_Job_Scroll,09,07,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,4.4,0.0,0.0
11QtgJob_Job_Scroll,09,08,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,4.4,0.0,0.0
11QtgJob_Job_Scroll,09,09,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.0,5.75,0.0,0.0
11QtgJob_Job_Scroll,09,10,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.6667,0.0,0.0
11QtgJob_Job_Scroll,10,01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,9.0,0.0,0.0
11QtgJob_Job_Scroll,10,02,0.0,0.0,0.0,0.25,0.5,0.25,0.0,4.0,4.75,0.0,0.0
11QtgJob_Job_Scroll,10,03,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.0,4.75,0.0,0.0
11QtgJob_Job_Scroll,10,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.1667,0.0,0.0
11QtgJob_Job_Scroll,10,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.8571,0.0,0.0
11QtgJob_Job_Scroll,10,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,10,08,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,4.0,0.0,0.0
11QtgJob_Job_Scroll,10,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.8,0.0,0.0
11QtgJob_Job_Scroll,10,10,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,4.8,0.0,0.0
11QtgJob_Job_Scroll,11,01,0.0,0.0,0.0,0.5,0.0,0.0,0.0,4.0,4.25,0.0,0.0
11QtgJob_Job_Scroll,11,02,0.0,0.0,0.0,0.0,0.5,0.5,0.0,4.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,11,03,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,5.0,0.0,0.0
11QtgJob_Job_Scroll,11,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.2,0.0,0.0
11QtgJob_Job_Scroll,11,05,0.0,0.0,0.0,0.2,0.0,0.0,0.0,5.0,4.4,0.0,0.0
11QtgJob_Job_Scroll,11,06,0.0,0.0,0.0,0.5,0.0,0.0,0.0,3.0,4.6667,0.0,0.0
11QtgJob_Job_Scroll,11,07,0.0,0.0,0.0,0.25,0.0,0.0,0.0,4.0,5.0,0.0,0.0
